pokedex_number,name,generation,type1,type2,against_normal,against_grass,against_fire,against_water,against_electric,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,hp,attack,defense,sp_attack,sp_defense,speed,height_m,weight_kg,is_legendary,base_egg_steps,capture_rate,experience_growth
375,Metang,3,steel,psychic,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,60,75,100,55,80,50,1.2,202.5,0,10240,3,1250000
376,Metagross,3,steel,psychic,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,80,135,130,95,90,70,1.6,550.0,0,10240,3,1250000
376,Mega Metagross,6,steel,psychic,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,80,145,150,105,110,110,2.5,942.9,0,10240,3,1250000
377,Regirock,3,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,80,100,200,50,100,50,1.7,230.0,1,20480,3,1250000
378,Regice,3,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,80,50,100,100,200,50,1.8,175.0,1,20480,3,1250000
379,Registeel,3,steel,,0.5,0.5,2,1,1,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,80,75,150,75,150,50,1.9,205.0,1,20480,3,1250000
380,Latias,3,dragon,psychic,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,80,80,90,110,130,110,1.4,40.0,1,30720,3,1250000
380,Mega Latias,6,dragon,psychic,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,80,100,120,140,150,110,1.8,52.0,1,30720,3,1250000
381,Latios,3,dragon,psychic,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,80,90,80,130,110,110,2.0,60.0,1,30720,3,1250000
381,Mega Latios,6,dragon,psychic,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,80,130,100,160,120,110,2.3,70.0,1,30720,3,1250000
382,Kyogre,3,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,100,100,90,150,140,90,4.5,352.0,1,30720,3,1250000
382,Primal Kyogre,6,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,100,150,90,180,160,90,9.8,430.0,1,30720,3,1250000
383,Groudon,3,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,100,150,140,100,90,90,3.5,950.0,1,30720,3,1250000
383,Primal Groudon,6,ground,fire,1,1,0.5,4,0,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,100,180,160,150,90,90,5.0,999.7,1,30720,3,1250000
384,Rayquaza,3,dragon,flying,1,0.25,0.5,0.5,1,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,105,150,90,150,90,95,7.0,206.5,1,30720,45,1250000
384,Mega Rayquaza,6,dragon,flying,1,0.25,0.5,0.5,1,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,105,180,100,180,100,115,10.8,392.0,1,30720,45,1250000
385,Jirachi,3,steel,psychic,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,100,100,100,100,100,100,0.3,1.1,1,30720,3,1250000
386,Deoxys,3,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,50,150,50,150,50,150,1.7,60.8,1,30720,3,1250000
386,Attack Deoxys,3,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,50,180,20,180,20,150,1.7,60.8,1,30720,3,1250000
386,Defense Deoxys,3,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,50,70,160,70,160,90,1.7,60.8,1,30720,3,1250000
386,Speed Deoxys,3,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,50,95,90,95,90,180,1.7,60.8,1,30720,3,1250000
387,Turtwig,4,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,55,68,64,45,55,31,0.4,10.2,0,5120,45,1059860
388,Grotle,4,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,75,89,85,55,65,36,1.1,97.0,0,5120,45,1059860
389,Torterra,4,grass,ground,1,1,2,1,0,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,95,109,105,75,85,56,2.2,310.0,0,5120,45,1059860
390,Chimchar,4,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,44,58,44,58,44,61,0.5,6.2,0,5120,45,1059860
391,Monferno,4,fire,fighting,1,0.5,0.5,2,1,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,64,78,52,78,52,81,0.9,22.0,0,5120,45,1059860
392,Infernape,4,fire,fighting,1,0.5,0.5,2,1,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,76,104,71,104,71,108,1.2,55.0,0,5120,45,1059860
393,Piplup,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,53,51,53,61,56,40,0.4,5.2,0,5120,45,1059860
394,Prinplup,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,64,66,68,81,76,50,0.8,23.0,0,5120,45,1059860
395,Empoleon,4,water,steel,0.5,1,1,0.5,2,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5,84,86,88,111,101,60,1.7,84.5,0,5120,45,1059860
396,Starly,4,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,40,55,30,30,30,60,0.3,2.0,0,3840,255,1059860
397,Staravia,4,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,55,75,50,40,40,80,0.6,15.5,0,3840,120,1059860
398,Staraptor,4,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,85,120,70,50,60,100,1.2,24.9,0,3840,45,1059860
399,Bidoof,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,59,45,40,35,40,31,0.5,20.0,0,3840,255,1000000
400,Bibarel,4,normal,water,1,2,0.5,0.5,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1,79,85,60,55,60,71,1.0,31.5,0,3840,127,1000000
401,Kricketot,4,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,37,25,41,25,41,25,0.3,2.2,0,3840,255,1059860
402,Kricketune,4,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,77,85,51,55,51,65,1.0,25.5,0,3840,45,1059860
403,Shinx,4,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,45,65,34,40,34,45,0.5,9.5,0,5120,235,1059860
404,Luxio,4,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,60,85,49,60,49,60,0.9,30.5,0,5120,120,1059860
405,Luxray,4,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,80,120,79,95,79,70,1.4,42.0,0,5120,45,1059860
406,Budew,4,grass,poison,1,0.25,2,0.5,0.5,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,40,30,35,50,70,55,0.2,1.2,0,5120,255,1059860
407,Roserade,4,grass,poison,1,0.25,2,0.5,0.5,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,60,70,65,125,105,90,0.9,14.5,0,5120,75,1059860
408,Cranidos,4,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,67,125,40,30,30,58,0.9,31.5,0,7680,45,600000
409,Rampardos,4,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,97,165,60,65,50,58,1.6,102.5,0,7680,45,600000
410,Shieldon,4,rock,steel,0.25,1,1,2,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,30,42,118,42,88,30,0.5,57.0,0,7680,45,600000
411,Bastiodon,4,rock,steel,0.25,1,1,2,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,60,52,168,47,138,30,1.3,149.5,0,7680,45,600000
412,Burmy,4,bug,,1,0.5,2,1,1,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,40,29,45,29,45,36,0.2,3.4,0,3840,120,1000000
413,Plant Wormadam,4,bug,grass,0.5,0.25,4,1,1,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,60,59,85,79,105,36,0.5,6.5,0,3840,45,1000000
413,Sandy Wormadam,4,bug,ground,1,1,2,2,0,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,60,79,105,59,85,36,0.5,6.5,0,3840,45,1000000
413,Trash Wormadam,4,bug,steel,0.5,0.25,4,1,1,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,60,69,95,69,95,36,0.5,6.5,0,3840,45,1000000
414,Mothim,4,bug,flying,1,0.25,2,1,2,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,70,94,50,94,50,66,0.9,23.3,0,3840,45,1000000
415,Combee,4,bug,flying,1,0.25,2,1,2,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,30,30,42,30,42,70,0.3,5.5,0,3840,120,1059860
416,Vespiquen,4,bug,flying,1,0.25,2,1,2,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,70,80,102,80,102,40,1.2,38.5,0,3840,45,1059860
417,Pachirisu,4,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,60,45,70,45,90,95,0.4,3.9,0,2560,200,1000000
418,Buizel,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,55,65,35,60,30,85,0.7,29.5,0,5120,190,1000000
419,Floatzel,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,85,105,55,85,50,115,1.1,33.5,0,5120,75,1000000
420,Cherubi,4,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,45,35,45,62,53,35,0.4,3.3,0,5120,190,1000000
421,Cherrim,4,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,70,60,70,87,78,85,0.5,9.3,0,5120,75,1000000
422,Shellos,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,76,48,48,57,62,34,0.3,6.3,0,5120,190,1000000
423,Gastrodon,4,water,ground,1,4,0.5,1,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,111,83,68,92,82,39,0.9,29.9,0,5120,75,1000000
424,Ambipom,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,75,100,66,60,66,115,1.2,20.3,0,5120,45,800000
425,Drifloon,4,ghost,flying,0,0.5,1,1,2,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,90,50,34,60,44,70,0.4,1.2,0,7680,125,1640000
426,Drifblim,4,ghost,flying,0,0.5,1,1,2,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,150,80,44,90,54,80,1.2,15.0,0,7680,60,1640000
427,Buneary,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,55,66,44,44,56,85,0.4,5.5,0,5120,190,1000000
428,Lopunny,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,65,76,84,54,96,105,1.2,33.3,0,5120,60,1000000
428,Mega Lopunny,6,normal,fighting,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,65,136,94,54,96,135,1.3,28.3,0,5120,60,1000000
429,Mismagius,4,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,60,60,60,105,105,105,0.9,4.4,0,6400,45,800000
430,Honchkrow,4,dark,flying,1,0.5,1,1,2,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,100,125,52,105,52,71,0.9,27.3,0,5120,30,1059860
431,Glameow,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,49,55,42,42,37,85,0.5,3.9,0,5120,190,800000
432,Purugly,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,71,82,64,64,59,112,1.0,43.8,0,5120,75,800000
433,Chingling,4,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,45,30,50,65,50,45,0.2,0.6,0,6400,120,800000
434,Stunky,4,poison,dark,1,0.5,1,1,1,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,63,63,47,41,41,74,0.4,19.2,0,5120,225,1000000
435,Skuntank,4,poison,dark,1,0.5,1,1,1,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,103,93,67,71,61,84,1.0,38.0,0,5120,60,1000000
436,Bronzor,4,steel,psychic,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,57,24,86,24,86,23,0.5,60.5,0,5120,255,1000000
437,Bronzong,4,steel,psychic,0.5,0.5,2,1,1,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,67,89,116,79,116,33,1.3,187.0,0,5120,90,1000000
438,Bonsly,4,rock,,0.5,2,0.5,2,1,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,50,80,95,10,45,10,0.5,15.0,0,5120,255,1000000
439,Mime Jr.,4,psychic,fairy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,20,25,45,70,90,60,0.6,13.0,0,6400,145,1000000
440,Happiny,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,100,5,5,15,65,30,0.6,24.4,0,10240,130,800000
441,Chatot,4,normal,flying,1,0.5,1,1,2,2,1,1,0,1,1,0.5,2,0,1,1,1,1,76,65,45,92,42,91,0.5,1.9,0,5120,30,1059860
442,Spiritomb,4,ghost,dark,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,50,92,108,92,108,35,1.0,108.0,0,7680,100,1000000
443,Gible,4,dragon,ground,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,58,70,45,40,45,42,0.7,20.5,0,10240,45,1250000
444,Gabite,4,dragon,ground,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,68,90,65,50,55,82,1.4,56.0,0,10240,45,1250000
445,Garchomp,4,dragon,ground,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,108,130,95,80,85,102,1.9,95.0,0,10240,45,1250000
445,Mega Garchomp,6,dragon,ground,1,1,0.5,1,0,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,108,170,115,120,95,92,1.9,95.0,0,10240,45,1250000
446,Munchlax,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,135,85,40,40,85,5,0.6,105.0,0,10240,50,1250000
447,Riolu,4,fighting,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,40,70,40,35,40,60,0.7,20.2,0,6400,75,1059860
448,Lucario,4,fighting,steel,0.5,0.5,2,1,1,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,70,110,70,115,70,90,1.2,54.0,0,6400,45,1059860
448,Mega Lucario,6,fighting,steel,0.5,0.5,2,1,1,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,70,145,88,140,70,112,1.3,57.5,0,6400,45,1059860
449,Hippopotas,4,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,68,72,78,38,42,32,0.8,49.5,0,7680,140,1250000
450,Hippowdon,4,ground,,1,2,1,2,0,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,108,112,118,68,72,47,2.0,300.0,0,7680,60,1250000
451,Skorupi,4,poison,bug,1,0.25,2,1,1,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,40,50,90,30,55,65,0.8,12.0,0,5120,120,1250000
452,Drapion,4,poison,dark,1,0.5,1,1,1,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,70,90,110,60,75,95,1.3,61.5,0,5120,45,1250000
453,Croagunk,4,poison,fighting,1,0.5,1,1,1,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,48,61,40,61,40,50,0.7,23.0,0,2560,140,1000000
454,Toxicroak,4,poison,fighting,1,0.5,1,1,1,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,83,106,65,86,65,85,1.3,44.4,0,5120,75,1000000
455,Carnivine,4,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,74,100,72,90,72,46,1.4,27.0,0,6400,200,1250000
456,Finneon,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,49,49,56,49,61,66,0.4,7.0,0,5120,190,600000
457,Lumineon,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,69,69,76,69,86,91,1.2,24.0,0,5120,75,600000
458,Mantyke,4,water,flying,1,1,0.5,0.5,4,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,45,20,50,60,120,50,1.0,65.0,0,6400,25,1250000
459,Snover,4,grass,ice,1,0.5,4,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,60,62,50,62,60,40,1.0,50.5,0,5120,120,1250000
460,Abomasnow,4,grass,ice,1,0.5,4,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,90,92,75,92,85,60,2.2,135.5,0,5120,60,1250000
460,Mega Abomasnow,6,grass,ice,1,0.5,4,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1,90,132,105,132,105,30,2.7,185.0,0,5120,60,1250000
461,Weavile,4,dark,ice,1,1,2,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2,70,120,65,45,85,125,1.1,34.0,0,5120,45,1059860
462,Magnezone,4,electric,steel,0.5,0.5,2,1,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,70,70,115,130,90,60,1.2,180.0,0,5120,30,1000000
463,Lickilicky,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,110,85,95,80,95,50,1.7,140.0,0,5120,30,1000000
464,Rhyperior,4,ground,rock,0.5,4,0.5,4,0,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,115,140,130,55,55,40,2.4,282.8,0,5120,30,1250000
465,Tangrowth,4,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,100,100,125,110,50,50,2.0,128.6,0,5120,30,1000000
466,Electivire,4,electric,,1,1,1,1,0.5,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,75,123,67,95,85,95,1.8,138.6,0,6400,30,1000000
467,Magmortar,4,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,75,95,67,125,95,83,1.6,68.0,0,6400,30,1000000
468,Togekiss,4,fairy,flying,1,0.5,1,1,2,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,85,50,95,120,115,80,1.5,38.0,0,2560,30,800000
469,Yanmega,4,bug,flying,1,0.25,2,1,2,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,86,76,86,116,56,95,1.9,51.5,0,5120,30,1000000
470,Leafeon,4,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,65,110,130,60,65,95,1.0,25.5,0,8960,45,1000000
471,Glaceon,4,ice,,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,65,60,110,130,95,65,0.8,25.9,0,8960,45,1000000
472,Gliscor,4,ground,flying,1,1,1,2,0,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,75,95,125,45,75,95,2.0,42.5,0,5120,30,1059860
473,Mamoswine,4,ice,ground,1,2,2,2,0,1,2,0.5,1,1,1,1,1,1,1,1,2,1,110,130,80,70,60,80,2.5,291.0,0,5120,50,1250000
474,Porygon-Z,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,85,80,70,135,75,90,0.9,34.0,0,5120,30,1000000
475,Gallade,4,psychic,fighting,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,68,125,65,65,115,80,1.6,52.0,0,5120,45,1250000
475,Mega Gallade,6,psychic,fighting,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,68,165,95,65,115,110,1.6,56.4,0,5120,45,1250000
476,Probopass,4,rock,steel,0.25,1,1,2,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,60,55,145,75,150,40,1.4,340.0,0,5120,60,1000000
477,Dusknoir,4,ghost,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,45,100,135,65,135,45,2.2,106.6,0,6400,45,800000
478,Froslass,4,ice,ghost,0,1,2,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1,70,80,70,80,70,110,1.3,26.6,0,5120,75,1000000
479,Rotom,4,electric,ghost,0,1,1,1,0.5,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1,50,50,77,95,77,91,0.3,0.3,0,5120,45,1000000
479,Heat Rotom,4,electric,fire,1,0.5,0.5,2,0.5,0.5,1,1,4,0.5,1,0.5,2,1,1,1,0.25,0.5,50,65,107,105,107,86,0.3,0.3,0,5120,45,1000000
479,Wash Rotom,4,electric,water,1,2,0.5,0.5,1,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1,50,65,107,105,107,86,0.3,0.3,0,5120,45,1000000
479,Frost Rotom,4,electric,ice,1,1,2,1,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1,50,65,107,105,107,86,0.3,0.3,0,5120,45,1000000
479,Fan Rotom,4,electric,flying,1,0.5,1,1,1,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,50,65,107,105,107,86,0.3,0.3,0,5120,45,1000000
479,Mow Rotom,4,electric,grass,1,0.5,2,0.5,0.25,2,1,2,1,1,1,2,1,1,1,1,0.5,1,50,65,107,105,107,86,0.3,0.3,0,5120,45,1000000
480,Uxie,4,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,75,75,130,75,130,95,0.3,0.3,1,20480,3,1250000
481,Mesprit,4,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,80,105,105,105,105,80,0.3,0.3,1,20480,3,1250000
482,Azelf,4,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,75,125,70,125,70,115,0.3,0.3,1,20480,3,1250000
483,Dialga,4,steel,dragon,0.5,0.25,1,0.5,0.5,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1,100,120,120,150,100,90,5.4,683.0,1,30720,3,1250000
484,Palkia,4,water,dragon,1,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,90,120,100,150,120,100,4.2,336.0,1,30720,3,1250000
485,Heatran,4,fire,steel,0.5,0.25,1,2,1,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25,91,90,106,130,106,77,1.7,430.0,1,2560,3,1250000
486,Regigigas,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,110,160,110,80,110,100,3.7,420.0,1,30720,3,1250000
487,Altered Giratina,4,ghost,dragon,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,150,100,120,100,120,90,4.5,750.0,1,30720,3,1250000
487,Origin Giratina,4,ghost,dragon,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,150,120,100,120,100,90,6.9,650.0,1,30720,3,1250000
488,Cresselia,4,psychic,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,120,70,120,75,130,85,1.5,85.6,1,30720,3,1250000
489,Phione,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,80,80,80,80,80,80,0.4,3.1,0,10240,30,1250000
490,Manaphy,4,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,100,100,100,100,100,100,0.3,1.4,1,2560,3,1250000
491,Darkrai,4,dark,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,70,90,90,135,90,125,1.5,50.5,1,30720,3,1250000
492,Land Shaymin,4,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,100,100,100,100,100,100,0.2,2.1,1,30720,45,1059860
492,Sky Shaymin,4,grass,flying,1,0.25,2,0.5,1,4,0.5,2,0,2,1,1,2,1,1,1,1,1,100,103,75,120,75,127,0.4,5.2,1,30720,45,1059860
493,Arceus,4,normal,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,120,120,120,120,120,120,3.2,320.0,1,30720,3,1250000
494,Victini,5,psychic,fire,1,0.5,0.5,2,1,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,100,100,100,100,100,100,0.4,4.0,1,30720,3,1250000
495,Snivy,5,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,45,45,55,45,55,63,0.6,8.1,0,5120,45,1059860
496,Servine,5,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,60,60,75,60,75,83,0.8,16.0,0,5120,45,1059860
497,Serperior,5,grass,,1,0.5,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,75,75,95,75,95,113,3.3,63.0,0,5120,45,1059860
498,Tepig,5,fire,,1,0.5,0.5,2,1,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,65,63,45,45,45,45,0.5,9.9,0,5120,45,1059860
499,Pignite,5,fire,fighting,1,0.5,0.5,2,1,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,90,93,55,70,55,55,1.0,55.5,0,5120,45,1059860
500,Emboar,5,fire,fighting,1,0.5,0.5,2,1,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,110,123,65,100,65,65,1.6,150.0,0,5120,45,1059860
501,Oshawott,5,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,55,55,45,63,45,45,0.5,5.9,0,5120,45,1059860
502,Dewott,5,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,75,75,60,83,60,60,0.8,24.5,0,5120,45,1059860
503,Samurott,5,water,,1,2,0.5,0.5,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,95,100,85,108,70,70,1.5,94.6,0,5120,45,1059860
503,Hisuian Samurott,8,water,dark,1,2,0.5,0.5,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,90,108,80,100,65,85,1.5,58.2,0,5120,45,1059860
